TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
603900,2/25/2014,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,Unknown,Unemployment Insurance (UIB),2,1,3,44,Adult,601 Educated clients on rights,San Bruno,94066,,,
604101,3/17/2015,CLJ210883,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Pay and stay,Yes,No,,Other,F,Other,W,No,Yes,Yes,Yes,Yes,Could Not Determine,85.94,9600,SSI,1,Unknown,1,79,Senior (60+),609 UD-obtained dismissal,San Bruno,94066,6610 Discrim Disability failure to accommodate,,
606000,6/24/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,,Yes,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,111.07,30000,Employment or Self-Employment,4,1,5,47,Adult,601 Educated clients on rights,San Mateo,94401,,,
606600,1/23/2015,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,F,White,S,No,Yes,Yes,Yes,Unknown,Could Not Determine,0.00,0,Other/Unknown,1,0,1,56,Adult,610 UD-settlement move out,San Mateo,94402,6314 Pvt LL/T UD Post Judgmt NTV Stay App,,
608600,11/15/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,85.94,9600,Employment or Self-Employment,1,0,1,30,Adult,610 UD-settlement move out,Belmont,94002,,,
609201,10/18/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,F,Black/African American,D,No,Yes,Yes,Unknown,Yes,Could Not Determine,268.31,40596,Other/Unknown,2,0,2,68,Senior (60+),610 UD-settlement move out,San Carlos,94070,,,
611300,3/18/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,,Yes,No,,English,M,Hispanic & Other,M,No,Yes,Yes,Unknown,Unknown,Employed,133.28,36000,Employment or Self-Employment,5,0,5,41,Adult,607 UD-obtained favorable judgment on motion,Redwood City,94061,,,
611300,7/8/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,M,Hispanic & Other,M,No,Yes,Yes,Unknown,Unknown,Employed,133.28,36000,Employment or Self-Employment,5,0,5,41,Adult,610 UD-settlement move out,Redwood City,94061,,,
612000,5/30/2014,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,F,Black/African American,S,No,No,Unknown,Yes,Unknown,Not Employed,223.90,33876,SSI,1,1,2,39,Adult,602 Extended time in home before eviction,East Palo Alto,94303,,,
612900,7/12/2013,,6105 Sec. 8 UD Business decision,UD,Cause - Business Decision,Move,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,49,Adult,602 Extended time in home before eviction,Menlo Park,94025,,,
600402,2/3/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,Black/African American,S,No,Unknown,Unknown,Unknown,Unknown,Not Employed,2.75,633,Other/Unknown,2,2,4,42,Adult,601 Educated clients on rights,Daly City,94014,,,
600600,8/26/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Pay and stay,Yes,No,,English,M,Hispanic & Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,125.72,24000,Social Security Benefits (All Types),3,0,3,42,Adult,604 Prevented illegal eviction (non-UD),Daly City,94014,,,
601000,3/11/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,146.60,33792,State Disability Insurance (SDI),3,1,4,51,Adult,601 Educated clients on rights,Daly City,94015,,,
601502,1/27/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,70.51,10668,Social Security Benefits (All Types),2,0,2,52,Adult,601 Educated clients on rights,Daly City,94015,6610 Discrim Disability failure to accommodate,,
601604,2/3/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Pay and stay,Yes,No,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,70.59,10680,SSI,2,0,2,42,Adult,604 Prevented illegal eviction (non-UD),Daly City,94015,6610 Discrim Disability failure to accommodate,,
601605,10/22/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Black/African American,S,No,Yes,Yes,Unknown,Unknown,Employed,41.23,14400,Employment or Self-Employment,6,1,7,39,Adult,601 Educated clients on rights,Daly City,94015,,,
601605,11/12/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & White,S,No,No,Unknown,Yes,Unknown,Employed,211.21,40320,Employment or Self-Employment,1,2,3,34,Adult,601 Educated clients on rights,Daly City,94015,,,
601901,5/12/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,103.72,19800,Employment or Self-Employment,1,2,3,49,Adult,601 Educated clients on rights,Daly City,94014,,,
602400,3/11/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,23.99,6480,Welfare (CAL Works),1,4,5,38,Adult,601 Educated clients on rights,South San Francisco,94080,,,
602900,1/28/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,White,D,No,No,Unknown,Unknown,Yes,Not Employed,75.90,11484,Social Security Benefits (All Types),2,Unknown,2,65,Senior (60+),601 Educated clients on rights,Pacifica,94044,6100 Sec. 8 Voucher Term by HA,,
603700,1/29/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Black/African American,P,No,No,Unknown,Yes,Unknown,Employed,113.15,21600,Employment or Self-Employment,1,2,3,40,Adult,601 Educated clients on rights,San Bruno,94066,,,
603900,7/29/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,D,No,No,Unknown,Unknown,Yes,Employed,205.26,31056,Employment or Self-Employment,2,0,2,61,Senior (60+),601 Educated clients on rights,San Bruno,94066,,,
604101,8/19/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,P,No,No,Unknown,Yes,Unknown,Employed,130.15,30000,Employment or Self-Employment,1,3,4,38,Adult,601 Educated clients on rights,San Bruno,94066,,,
604200,6/17/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Spanish,F,Hispanic & Other,W,No,No,Unknown,Yes,Unknown,Unknown,8.07,950,General Assistance,1,Unknown,1,49,Adult,601 Educated clients on rights,San Bruno,94066,,,
604400,2/7/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Black/African American,Unknown,No,Yes,Yes,Unknown,Unknown,Not Employed,51.24,7752,Food Stamps (CalFresh),2,0,2,48,Adult,601 Educated clients on rights,Millbrae,94030,,,
604400,1/6/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Could Not Determine,53.72,6000,Other/Unknown,1,0,1,29,Adult,601 Educated clients on rights,Millbrae,94030,6109 Sec. 8 Other,,
605500,4/15/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,S,No,No,Unknown,Yes,Unknown,Not Employed,44.49,6732,Welfare (CAL Works),1,1,2,40,Adult,601 Educated clients on rights,Burlingame,94010,,,
605500,6/28/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,D,No,Yes,Yes,Yes,Unknown,Not Employed,131.17,14652,Social Security Benefits (All Types),1,0,1,58,Adult,601 Educated clients on rights,Burlingame,94010,,,
605500,2/13/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Black/African American,S,No,No,Unknown,Unknown,Unknown,Employed,166.59,38400,Employment or Self-Employment,3,1,4,43,Adult,601 Educated clients on rights,Burlingame,94010,,,
605900,6/16/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,Black/African American,S,No,Yes,Yes,Unknown,Unknown,Could Not Determine,56.62,6324.48,General Assistance,1,0,1,56,Adult,601 Educated clients on rights,San Mateo,94401,,,
606000,7/15/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,102.18,27600,Employment or Self-Employment,4,1,5,47,Adult,601 Educated clients on rights,San Mateo,94401,,,
606200,2/14/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,American Indian/Alaska Native,M,No,Yes,Yes,Unknown,Yes,Employed,111.04,16800,Employment or Self-Employment,2,0,2,64,Senior (60+),601 Educated clients on rights,San Mateo,94401,,,
606200,4/17/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Black/African American,P,No,Yes,Yes,Yes,Unknown,Could Not Determine,35.77,3996,General Assistance,1,0,1,54,Adult,,San Mateo,94401,6610 Discrim Disability failure to accommodate,,
606300,9/8/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,161.15,18000,Employment or Self-Employment,1,0,1,38,Adult,601 Educated clients on rights,San Mateo,94401,,,
606600,1/27/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,Hispanic & Other,D,No,Yes,Yes,Yes,Unknown,Could Not Determine,71.14,10764,Social Security Benefits (All Types),1,1,2,58,Adult,601 Educated clients on rights,San Mateo,94402,6106 Sec. 8 Change in terms,,
607600,3/11/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,D,No,No,Unknown,Unknown,Yes,Could Not Determine,86.05,13020,State Disability Insurance (SDI),2,Unknown,2,69,Senior (60+),601 Educated clients on rights,San Mateo,94401,,,
607900,6/26/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Vietnamese,F,Hispanic & Asian,D,No,Yes,Yes,Unknown,Unknown,Could Not Determine,120.26,27720,Other/Unknown,3,1,4,55,Adult,,San Mateo,94404,,,
608501,3/6/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Move,Yes,No,,English,F,Hispanic & Other,D,No,No,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,1,2,34,Adult,602 Extended time in home before eviction,San Mateo,94403,,,
610100,2/9/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Spanish,M,Hispanic & Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,94.26,10528.8,Social Security Benefits (All Types),1,0,1,49,Adult,601 Educated clients on rights,Redwood City,94063,,,
610201,2/6/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Pay and stay,Yes,No,No,Spanish,F,Hispanic & Other,W,No,No,Yes,Yes,No,Employed,8.13,1230,Employment or Self-Employment,2,0,2,49,Adult,601 Educated clients on rights,Redwood City,94063,,,
610201,9/6/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,58.10,13392,Spouse/Partner's Income,2,2,4,39,Adult,601 Educated clients on rights,Redwood City,94063,,,
610202,3/11/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,White,D,Yes,Yes,Yes,Unknown,Unknown,Not Employed,113.45,12672,VA Benefits (All Types),1,0,1,56,Adult,601 Educated clients on rights,Redwood City,94063,,,
610202,4/6/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,D,No,Yes,Yes,Yes,Yes,Not Employed,97.33,10872,Social Security Benefits (All Types),1,0,1,75,Senior (60+),601 Educated clients on rights,Redwood City,94063,,,
610400,3/14/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,S,No,No,Unknown,Yes,Unknown,Employed,94.29,18000,Employment or Self-Employment,1,2,3,27,Adult,601 Educated clients on rights,Redwood City,94063,,,
610800,6/13/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Spanish,F,Hispanic & Other,Unknown,No,Yes,Yes,Unknown,Yes,Not Employed,71.18,10768.8,Social Security Benefits (All Types),2,0,2,63,Senior (60+),601 Educated clients on rights,Redwood City,94061,,,
610900,4/18/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,Black/African American,S,No,Yes,Yes,Unknown,Unknown,Not Employed,105.28,11760,State Disability Insurance (SDI),1,0,1,52,Adult,601 Educated clients on rights,Redwood City,94062,,,
610900,3/24/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,Black/African American & White,S,No,No,Unknown,Unknown,Unknown,Employed,85.94,9600,Employment or Self-Employment,1,0,1,26,Adult,601 Educated clients on rights,Redwood City,94061,,,
610900,5/8/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,Unknown,F,White,S,No,No,Unknown,Yes,Yes,Could Not Determine,97.65,10908,Social Security Benefits (All Types),1,0,1,79,Senior (60+),,Redwood City,94061,,,
611800,1/9/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,Hispanic & White,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,3,2,5,48,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
611800,7/28/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Move,Yes,No,,Spanish,F,Hispanic & Other,S,No,Yes,Yes,Yes,Unknown,Not Employed,55.86,12876,Employment or Self-Employment,1,3,4,35,Adult,602 Extended time in home before eviction,East Palo Alto,94303,,,
612000,3/28/2014,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,29.76,3324,General Assistance,1,0,1,52,Adult,601 Educated clients on rights,Menlo Park,94025,,,
612000,3/23/2015,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,,Yes,No,,English,F,White,D,No,Yes,Yes,Yes,Yes,Retired,104.32,11652,Social Security Benefits (All Types),1,0,1,72,Senior (60+),601 Educated clients on rights,East Palo Alto,94303,6930 Cat stuck in tree,,
612100,6/24/2013,,6108 Sec. 8 Eviction notice business decision,Notice,Cause - Business Decision,Move,Yes,No,,English,F,Black/African American,Unknown,No,No,Unknown,Yes,Yes,Retired,101.31,11316,Social Security Benefits (All Types),1,0,1,68,Senior (60+),602 Extended time in home before eviction,East Palo Alto,94303,6109 Sec. 8 Other,,
600200,10/15/2013,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Black/African American,S,No,No,Unknown,Unknown,Unknown,Employed,56.57,10800,Employment or Self-Employment,3,0,3,49,Adult,601 Educated clients on rights,Daly City,94014,,,
600200,4/8/2014,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,Move,No,Yes,,English,F,Black/African American,W,No,Yes,Yes,Yes,Yes,Retired,999.99,129168,Other/Unknown,1,0,1,83,Senior (60+),602 Extended time in home before eviction,Daly City,94014,,,
610201,5/6/2013,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Yes,Not Employed,190.35,28800,Other/Unknown,2,0,2,62,Senior (60+),601 Educated clients on rights,Redwood City,94063,,,
610201,11/14/2014,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Black/African American & White,D,No,Yes,Yes,Yes,Unknown,Not Employed,88.86,24000,Welfare (CAL Works),1,4,5,45,Adult,601 Educated clients on rights,Redwood City,94063,,,
610302,1/20/2015,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,White,S,No,Yes,Yes,Yes,Unknown,Not Applicable,0.00,0,Other/Unknown,1,0,1,55,Adult,607 UD-obtained favorable judgment on motion,Redwood City,94063,,,
611700,8/15/2014,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Black/African American & White,S,No,No,Unknown,Yes,Unknown,Employed,214.86,24000,Employment or Self-Employment,1,0,1,28,Adult,614 Section 8-prevented termination (non-hearing),Menlo Park,94025,,,
611900,10/14/2013,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,140.56,26832,Other/Unknown,1,2,3,22,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
611900,3/30/2015,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,54.69,10440,Employment or Self-Employment,1,2,3,23,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
611900,12/21/2012,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,Pay and stay,No,Yes,,English,M,Black/African American,Unknown,No,Yes,Yes,Unknown,Unknown,Employed,140.94,21324,Employment or Self-Employment,2,0,2,45,Adult,604 Prevented illegal eviction (non-UD),East Palo Alto,94303,,,
612000,1/18/2013,,6110 HUD Housing Term Notice N/P Rent,Notice,Cause - N/P,,No,Yes,,English,F,Black/African American,Unknown,No,No,Unknown,Yes,Unknown,Could Not Determine,95.18,10632,Social Security Benefits (All Types),1,0,1,57,Adult,606 UD-lost at trial,East Palo Alto,94303,,,
601300,2/26/2013,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,English,M,Hispanic & Other,D,No,Yes,Yes,Unknown,Unknown,Not Employed,163.94,18312,State Disability Insurance (SDI),1,0,1,47,Adult,601 Educated clients on rights,Daly City,94014,,,
602300,11/19/2013,,6111 HUD Term Notice Breach,Notice,Cause - Breach,Pay and stay,No,Yes,,Spanish,M,Hispanic & White,M,No,No,Unknown,Unknown,Yes,Not Employed,199.96,30254.4,Social Security Benefits (All Types),2,0,2,97,Senior (60+),604 Prevented illegal eviction (non-UD),South San Francisco,94080,,,
602400,8/9/2013,,6111 HUD Term Notice Breach,Notice,Cause - Breach,Move,No,Yes,,English,M,White,D,No,Yes,Yes,Unknown,Yes,Retired,83.69,9348,SSI,1,0,1,72,Senior (60+),610 UD-settlement move out,South San Francisco,94080,,,
602600,4/16/2013,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,Mandarin,F,Asian: Chinese,P,No,Yes,Yes,Yes,Yes,Retired,89.06,9948,General Assistance,1,0,1,76,Senior (60+),601 Educated clients on rights,South San Francisco,94080,,,
603300,6/17/2014,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,English,M,Other,M,No,No,Unknown,Unknown,Unknown,Employed,330.47,50000,Employment or Self-Employment,2,Unknown,2,59,Adult,601 Educated clients on rights,Pacifica,94044,,,
604400,4/1/2014,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,English,F,Hispanic & Other,D,No,No,Unknown,Yes,Unknown,Could Not Determine,139.59,21120,Employment or Self-Employment,1,1,2,34,Adult,601 Educated clients on rights,Millbrae,94030,,,
606300,6/24/2014,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,English,M,Hispanic & White,S,No,Yes,Yes,Unknown,Unknown,Could Not Determine,89.49,9996,SSI,1,Unknown,1,30,Adult,601 Educated clients on rights,San Mateo,94401,,,
606300,11/15/2013,,6111 HUD Term Notice Breach,Notice,Cause - Breach,Move,No,Yes,,English,M,White,S,No,Yes,Yes,Unknown,Unknown,Not Employed,29.76,3324,General Assistance,1,0,1,53,Adult,602 Extended time in home before eviction,San Mateo,94401,,,
606300,7/18/2014,,6111 HUD Term Notice Breach,Notice,Cause - Breach,Move,No,Yes,,English,M,White,S,No,No,Unknown,Unknown,Yes,Could Not Determine,100.13,11184,SSI,1,Unknown,1,61,Senior (60+),602 Extended time in home before eviction,San Mateo,94401,,,
606300,6/23/2015,,6111 HUD Term Notice Breach,Notice,Cause - Breach,,No,Yes,,English,F,Black/African American,P,No,Yes,Yes,Yes,Unknown,Not Employed,51.31,5731.2,Social Security Benefits (All Types),1,0,1,56,Adult,,San Mateo,94401,,,
